Date Time,Temperature
26/08/21 15:45:00,30.59
26/08/21 15:50:00,30.55
26/08/21 15:55:00,30.51
26/08/21 16:00:00,30.56
26/08/21 16:05:00,30.6
26/08/21 16:10:00,30.59
26/08/21 16:15:00,30.58
26/08/21 16:20:00,30.52
26/08/21 16:25:00,30.48
26/08/21 16:30:00,30.44
26/08/21 16:35:00,30.4
26/08/21 16:40:00,30.4
26/08/21 16:45:00,30.41
26/08/21 16:50:00,30.4
26/08/21 16:55:00,30.41
26/08/21 17:00:00,30.42
26/08/21 17:05:00,30.38
26/08/21 17:10:00,30.35
26/08/21 17:15:00,30.33
26/08/21 17:20:00,30.31
26/08/21 17:25:00,30.28
26/08/21 17:30:00,30.24
26/08/21 17:35:00,30.22
26/08/21 17:40:00,30.21
26/08/21 17:45:00,30.19
26/08/21 17:50:00,30.18
26/08/21 17:55:00,30.17
26/08/21 18:00:00,30.16
26/08/21 18:05:00,30.16
26/08/21 18:10:00,30.15
26/08/21 18:15:00,30.15
26/08/21 18:20:00,30.14
26/08/21 18:25:00,30.13
26/08/21 18:30:00,30.13
26/08/21 18:35:00,30.12
26/08/21 18:40:00,30.1
26/08/21 18:45:00,30.09
26/08/21 18:50:00,30.1
26/08/21 18:55:00,30.11
26/08/21 19:00:00,30.09
26/08/21 19:05:00,30.08
26/08/21 19:10:00,30.08
26/08/21 19:15:00,30.06
26/08/21 19:20:00,30.05
26/08/21 19:25:00,30.04
26/08/21 19:30:00,30.03
26/08/21 19:35:00,30.02
26/08/21 19:40:00,30.02
26/08/21 19:45:00,30.02
26/08/21 19:50:00,30.03
26/08/21 19:55:00,30.02
26/08/21 20:00:00,30.01
26/08/21 20:05:00,29.98
26/08/21 20:10:00,29.95
26/08/21 20:15:00,29.94
26/08/21 20:20:00,29.93
26/08/21 20:25:00,29.92
26/08/21 20:30:00,29.92
26/08/21 20:35:00,29.91
26/08/21 20:40:00,29.9
26/08/21 20:45:00,29.9
26/08/21 20:50:00,29.89
26/08/21 20:55:00,29.88
26/08/21 21:00:00,29.87
26/08/21 21:05:00,29.86
26/08/21 21:10:00,29.85
26/08/21 21:15:00,29.84
26/08/21 21:20:00,29.84
26/08/21 21:25:00,29.83
26/08/21 21:30:00,29.83
26/08/21 21:35:00,29.83
26/08/21 21:40:00,29.82
26/08/21 21:45:00,29.82
26/08/21 21:50:00,29.81
26/08/21 21:55:00,29.79
26/08/21 22:00:00,29.78
26/08/21 22:05:00,29.78
26/08/21 22:10:00,29.78
26/08/21 22:15:00,29.78
26/08/21 22:20:00,29.79
26/08/21 22:25:00,29.78
26/08/21 22:30:00,29.78
26/08/21 22:35:00,29.8
26/08/21 22:40:00,29.81
26/08/21 22:45:00,29.82
26/08/21 22:50:00,29.82
26/08/21 22:55:00,29.82
26/08/21 23:00:00,29.82
26/08/21 23:05:00,29.82
26/08/21 23:10:00,29.82
26/08/21 23:15:00,29.8
26/08/21 23:20:00,29.79
26/08/21 23:25:00,29.78
26/08/21 23:30:00,29.76
26/08/21 23:35:00,29.76
26/08/21 23:40:00,29.75
26/08/21 23:45:00,29.74
26/08/21 23:50:00,29.73
26/08/21 23:55:00,29.72
27/08/21 00:00:00,29.72
27/08/21 00:05:00,29.71
27/08/21 00:10:00,29.71
27/08/21 00:15:00,29.71
